,0
2611,"{'id': 73904670, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2504009', 'nomeIBGE': 'CAMPINA GRANDE', 'nomeIBGEsemAcento': 'CAMPINA GRANDE', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 3102199.0, 'quantidadeBeneficiados': 21997}"
2612,"{'id': 63403667, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2504033', 'nomeIBGE': 'CAPIM', 'nomeIBGEsemAcento': 'CAPIM', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 272037.0, 'quantidadeBeneficiados': 1106}"
2613,"{'id': 72505101, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2504074', 'nomeIBGE': 'CARAÚBAS', 'nomeIBGEsemAcento': 'CARAUBAS', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 108401.0, 'quantidadeBeneficiados': 678}"
2614,"{'id': 75702981, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2504108', 'nomeIBGE': 'CARRAPATEIRA', 'nomeIBGEsemAcento': 'CARRAPATEIRA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 84538.0, 'quantidadeBeneficiados': 404}"
2615,"{'id': 64803171, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2504157', 'nomeIBGE': 'CASSERENGUE', 'nomeIBGEsemAcento': 'CASSERENGUE', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 335959.0, 'quantidadeBeneficiados': 1261}"
2616,"{'id': 75203487, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2504207', 'nomeIBGE': 'CATINGUEIRA', 'nomeIBGEsemAcento': 'CATINGUEIRA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 243160.0, 'quantidadeBeneficiados': 890}"
2617,"{'id': 72203343, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2504306', 'nomeIBGE': 'CATOLÉ DO ROCHA', 'nomeIBGEsemAcento': 'CATOLE DO ROCHA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 654288.0, 'quantidadeBeneficiados': 3931}"
2618,"{'id': 65503304, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2504355', 'nomeIBGE': 'CATURITÉ', 'nomeIBGEsemAcento': 'CATURITE', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 220551.0, 'quantidadeBeneficiados': 830}"
2619,"{'id': 67604217, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2504405', 'nomeIBGE': 'CONCEIÇÃO', 'nomeIBGEsemAcento': 'CONCEICAO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 699754.0, 'quantidadeBeneficiados': 3128}"
2620,"{'id': 71102232, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2504504', 'nomeIBGE': 'CONDADO', 'nomeIBGEsemAcento': 'CONDADO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 306120.0, 'quantidadeBeneficiados': 1151}"
2621,"{'id': 63802829, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2504603', 'nomeIBGE': 'CONDE', 'nomeIBGEsemAcento': 'CONDE', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1028238.0, 'quantidadeBeneficiados': 4723}"
2622,"{'id': 76603135, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2504702', 'nomeIBGE': 'CONGO', 'nomeIBGEsemAcento': 'CONGO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 189722.0, 'quantidadeBeneficiados': 931}"
2623,"{'id': 67203753, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2504801', 'nomeIBGE': 'COREMAS', 'nomeIBGEsemAcento': 'COREMAS', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 774427.0, 'quantidadeBeneficiados': 2721}"
2624,"{'id': 74605478, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2504850', 'nomeIBGE': 'COXIXOLA', 'nomeIBGEsemAcento': 'COXIXOLA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 70902.0, 'quantidadeBeneficiados': 354}"
2625,"{'id': 69404325, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2504900', 'nomeIBGE': 'CRUZ DO ESPÍRITO SANTO', 'nomeIBGEsemAcento': 'CRUZ DO ESPIRITO SANTO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 638863.0, 'quantidadeBeneficiados': 3572}"
2626,"{'id': 72304956, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2505006', 'nomeIBGE': 'CUBATI', 'nomeIBGEsemAcento': 'CUBATI', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 262221.0, 'quantidadeBeneficiados': 1352}"
2627,"{'id': 69204682, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2505105', 'nomeIBGE': 'CUITÉ', 'nomeIBGEsemAcento': 'CUITE', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 834822.0, 'quantidadeBeneficiados': 3716}"
2628,"{'id': 64304532, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2505238', 'nomeIBGE': 'CUITÉ DE MAMANGUAPE', 'nomeIBGEsemAcento': 'CUITE DE MAMANGUAPE', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 281601.0, 'quantidadeBeneficiados': 1561}"
2629,"{'id': 73604386, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2505204', 'nomeIBGE': 'CUITEGI', 'nomeIBGEsemAcento': 'CUITEGI', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 182144.0, 'quantidadeBeneficiados': 1046}"
2630,"{'id': 72104706, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2505303', 'nomeIBGE': 'CURRAL VELHO', 'nomeIBGEsemAcento': 'CURRAL VELHO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 102629.0, 'quantidadeBeneficiados': 404}"
2631,"{'id': 68402528, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2505279', 'nomeIBGE': 'CURRAL DE CIMA', 'nomeIBGEsemAcento': 'CURRAL DE CIMA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 308980.0, 'quantidadeBeneficiados': 1189}"
2632,"{'id': 67803207, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2505352', 'nomeIBGE': 'DAMIÃO', 'nomeIBGEsemAcento': 'DAMIAO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 246566.0, 'quantidadeBeneficiados': 937}"
2633,"{'id': 64602174, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2505402', 'nomeIBGE': 'DESTERRO', 'nomeIBGEsemAcento': 'DESTERRO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 436197.0, 'quantidadeBeneficiados': 1898}"
2634,"{'id': 65805319, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2505600', 'nomeIBGE': 'DIAMANTE', 'nomeIBGEsemAcento': 'DIAMANTE', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 246437.0, 'quantidadeBeneficiados': 1099}"
2635,"{'id': 66404280, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2505709', 'nomeIBGE': 'DONA INÊS', 'nomeIBGEsemAcento': 'DONA INES', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 437344.0, 'quantidadeBeneficiados': 1688}"
2636,"{'id': 62504900, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2505808', 'nomeIBGE': 'DUAS ESTRADAS', 'nomeIBGEsemAcento': 'DUAS ESTRADAS', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 145427.0, 'quantidadeBeneficiados': 699}"
2637,"{'id': 75302926, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2505907', 'nomeIBGE': 'EMAS', 'nomeIBGEsemAcento': 'EMAS', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 112138.0, 'quantidadeBeneficiados': 554}"
2638,"{'id': 64002641, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2506004', 'nomeIBGE': 'ESPERANÇA', 'nomeIBGEsemAcento': 'ESPERANCA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1108371.0, 'quantidadeBeneficiados': 5162}"
2639,"{'id': 71302357, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2506103', 'nomeIBGE': 'FAGUNDES', 'nomeIBGEsemAcento': 'FAGUNDES', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 484284.0, 'quantidadeBeneficiados': 2048}"
2640,"{'id': 63402984, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2506202', 'nomeIBGE': 'FREI MARTINHO', 'nomeIBGEsemAcento': 'FREI MARTINHO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 107064.0, 'quantidadeBeneficiados': 449}"
2641,"{'id': 66403107, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2506251', 'nomeIBGE': 'GADO BRAVO', 'nomeIBGEsemAcento': 'GADO BRAVO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 443050.0, 'quantidadeBeneficiados': 1756}"
2642,"{'id': 66703273, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2506301', 'nomeIBGE': 'GUARABIRA', 'nomeIBGEsemAcento': 'GUARABIRA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 998850.0, 'quantidadeBeneficiados': 4918}"
2643,"{'id': 75403704, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2506400', 'nomeIBGE': 'GURINHÉM', 'nomeIBGEsemAcento': 'GURINHEM', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 600866.0, 'quantidadeBeneficiados': 2299}"
2644,"{'id': 71703263, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2506509', 'nomeIBGE': 'GURJÃO', 'nomeIBGEsemAcento': 'GURJAO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 138046.0, 'quantidadeBeneficiados': 586}"
2645,"{'id': 63004513, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2506608', 'nomeIBGE': 'IBIARA', 'nomeIBGEsemAcento': 'IBIARA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 174851.0, 'quantidadeBeneficiados': 994}"
2646,"{'id': 74104355, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2502607', 'nomeIBGE': 'IGARACY', 'nomeIBGEsemAcento': 'IGARACY', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 245458.0, 'quantidadeBeneficiados': 1043}"
2647,"{'id': 75404258, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2506707', 'nomeIBGE': 'IMACULADA', 'nomeIBGEsemAcento': 'IMACULADA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 481421.0, 'quantidadeBeneficiados': 1713}"
2648,"{'id': 75403600, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2506806', 'nomeIBGE': 'INGÁ', 'nomeIBGEsemAcento': 'INGA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 942964.0, 'quantidadeBeneficiados': 4192}"
2649,"{'id': 70204136, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2506905', 'nomeIBGE': 'ITABAIANA', 'nomeIBGEsemAcento': 'ITABAIANA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 794992.0, 'quantidadeBeneficiados': 4643}"
2650,"{'id': 65004758, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2507002', 'nomeIBGE': 'ITAPORANGA', 'nomeIBGEsemAcento': 'ITAPORANGA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 416541.0, 'quantidadeBeneficiados': 2576}"
2651,"{'id': 70404819, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2507101', 'nomeIBGE': 'ITAPOROROCA', 'nomeIBGEsemAcento': 'ITAPOROROCA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 500188.0, 'quantidadeBeneficiados': 2668}"
2652,"{'id': 70104808, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2507200', 'nomeIBGE': 'ITATUBA', 'nomeIBGEsemAcento': 'ITATUBA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 498705.0, 'quantidadeBeneficiados': 2000}"
2653,"{'id': 75504676, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2507309', 'nomeIBGE': 'JACARAÚ', 'nomeIBGEsemAcento': 'JACARAU', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 627688.0, 'quantidadeBeneficiados': 2783}"
2654,"{'id': 65004916, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2507408', 'nomeIBGE': 'JERICÓ', 'nomeIBGEsemAcento': 'JERICO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 202426.0, 'quantidadeBeneficiados': 1168}"
2655,"{'id': 63802706, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2507507', 'nomeIBGE': 'JOÃO PESSOA', 'nomeIBGEsemAcento': 'JOAO PESSOA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 9965837.0, 'quantidadeBeneficiados': 52817}"
2656,"{'id': 74802726, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2513653', 'nomeIBGE': 'JOCA CLAUDINO', 'nomeIBGEsemAcento': 'JOCA CLAUDINO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 107043.0, 'quantidadeBeneficiados': 401}"
2657,"{'id': 67204871, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2507606', 'nomeIBGE': 'JUAREZ TÁVORA', 'nomeIBGEsemAcento': 'JUAREZ TAVORA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 253601.0, 'quantidadeBeneficiados': 1487}"
2658,"{'id': 63005289, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2507705', 'nomeIBGE': 'JUAZEIRINHO', 'nomeIBGEsemAcento': 'JUAZEIRINHO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 413879.0, 'quantidadeBeneficiados': 2492}"
2659,"{'id': 63603109, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2507804', 'nomeIBGE': 'JUNCO DO SERIDÓ', 'nomeIBGEsemAcento': 'JUNCO DO SERIDO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 189004.0, 'quantidadeBeneficiados': 1021}"
2660,"{'id': 64403634, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2507903', 'nomeIBGE': 'JURIPIRANGA', 'nomeIBGEsemAcento': 'JURIPIRANGA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 346337.0, 'quantidadeBeneficiados': 1434}"
2661,"{'id': 70902756, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2508000', 'nomeIBGE': 'JURU', 'nomeIBGEsemAcento': 'JURU', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 340737.0, 'quantidadeBeneficiados': 1547}"
2662,"{'id': 66203537, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2508109', 'nomeIBGE': 'LAGOA', 'nomeIBGEsemAcento': 'LAGOA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 195471.0, 'quantidadeBeneficiados': 800}"
2663,"{'id': 72303454, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2508307', 'nomeIBGE': 'LAGOA SECA', 'nomeIBGEsemAcento': 'LAGOA SECA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 511548.0, 'quantidadeBeneficiados': 3179}"
2664,"{'id': 63702598, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2508208', 'nomeIBGE': 'LAGOA DE DENTRO', 'nomeIBGEsemAcento': 'LAGOA DE DENTRO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 375248.0, 'quantidadeBeneficiados': 1399}"
2665,"{'id': 67604224, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2508406', 'nomeIBGE': 'LASTRO', 'nomeIBGEsemAcento': 'LASTRO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 136580.0, 'quantidadeBeneficiados': 469}"
2666,"{'id': 65703961, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2508505', 'nomeIBGE': 'LIVRAMENTO', 'nomeIBGEsemAcento': 'LIVRAMENTO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 347118.0, 'quantidadeBeneficiados': 1246}"
2667,"{'id': 68404583, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2508554', 'nomeIBGE': 'LOGRADOURO', 'nomeIBGEsemAcento': 'LOGRADOURO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 137729.0, 'quantidadeBeneficiados': 607}"
2668,"{'id': 74304527, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2508604', 'nomeIBGE': 'LUCENA', 'nomeIBGEsemAcento': 'LUCENA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 280428.0, 'quantidadeBeneficiados': 1559}"
2669,"{'id': 67502907, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2508703', 'nomeIBGE': ""MÃE D'ÁGUA"", 'nomeIBGEsemAcento': ""MAE D'AGUA"", 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 162984.0, 'quantidadeBeneficiados': 681}"
2670,"{'id': 70902403, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2508802', 'nomeIBGE': 'MALTA', 'nomeIBGEsemAcento': 'MALTA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 192765.0, 'quantidadeBeneficiados': 878}"
2671,"{'id': 70402369, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2508901', 'nomeIBGE': 'MAMANGUAPE', 'nomeIBGEsemAcento': 'MAMANGUAPE', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1146225.0, 'quantidadeBeneficiados': 6289}"
